rating,review
5.0,"Chiroyli va mehribon restoran. Bizning oilamiz uchun  sevimli joy.U yerda vakolatli xodimlar, mazali taomlar mavjud. Tashrif qilish kerak."
5.0,"Men bu joyni juda yaxshi ko'raman. Ayniqsa, gazebo kiyishni yaxshi ko'raman))"
5.0,Chiroyli manzarasi va mazali taomlari bilan yaxshi joy.
5.0,"Bu juda zo'r, xizmat yuqori darajada, taomlar to'la, shinam, jonli musiqa, go'zal joy, ajoyib manzarali hovlilar va bog' bor !!!"
3.0,Bu bog ' turi bo'lgan mahalliy restoran. Kiyinish kodi mavjud. Oziq-ovqat boshqaradi ....
5.0,"Afzalliklari: tashqi ko'rinish,yaxshi musiqa, ko'p yoqimli va qiziqarli odamlar. Kamchilik: faqat to'xtash joyi."
5.0,"Narxlari o'rtacha, ular mazali pishiradi, xodimlar kuchli."
4.0,Juda yaxshi joy.
5.0,"Mazali, qimmat, qulay, yuqori xizmat."
5.0,Qimmat restoran. Narxlar ilgari bunday qimmat bo'lmagan. 
4.0,"Chiroyli, ichki va mazali xalqaro oshxona. Menga yoqadi!"
4.0,Yomon emas.
5.0,"Men har doim ushbu muassasaning 2-qavatida o'tiraman, ovqat normal, boshqa filialga qaraganda yaxshiroq. Xizmat ham joyida. Faqat hozir buyurtma bergandan keyin boshqa bo'sh joyga o'tirsa yaxshi bo'lardi."
1.0,"Hammasi chiroyli bezatilgan, lekin xodimlar  yo'q. Xuddi shu tartibdagi komponentlar uzoq vaqt kutishlari kerak. Va ""ko'p odamlar, taom tayyorlanmoqda"" va hokazolar tufayli emas, balki ofitsiantlar yana bir bor oshxonadan mijozga yugurishni xohlamagani uchun (shu bilan birga ular Buyurtmani bir nechta stolga keltiring) va ba'zi kichik narsalar unutilganligi sababli (masalan, tug'ralgan qalampir)"
4.0,"Xo'sh, agar siz o'zbek taomlarini tatib ko'rmoqchi bo'lsangiz, unda Rayhon restorani juda mos keladi. Yomon emas."
5.0,"Ajoyib ovqat arzon, sifatli, joylar toza, ofitsiantlar juda tez ishlaydi"
5.0,Qattiq.
1.0,Bugun dugonam bilan tushlik qilishga bordik. Ovqati mazali emas. Qiynalib yedik.
1.0,"Ofitsantga qaradi 5 marta tel qildim oxiri keldi echki osh buyurdi buyurtmani oldi 20 minutdan keyin chirog'ni ochdi qatiq, echki osh, hop dib, uyg'ur lag'moni, 25 minutda dastgohni pishirib, db opkeberdi. Men filialga umuman qaytmayman."
5.0,Men qo'rqib kettim.
5.0,"Ajoyib emas, lekin yomon ham emas. Biz qo'zichoq shish kabobga buyurtma berdik, lekin ozgina sovigan."
5.0,Rayhon milliy taomlari viloyatdagi eng mashhur restoranlardan biridir. Bu erga oila a'zolaringiz yoki do'stlaringiz bilan tashrif buyurishingiz mumkin. Ovqat juda ajoyib. Yaqinlaringizni ham taklif qiling.
2.0,"Taom juda mazali Xizmat -0. 1- ofitsiant issiq beshbarmoq quydi (Chilonzordagi filial) 2- ofitsiantlar juda qo'pol, (C1 bo'yicha filial) 3- idish-tovoqlar sovuq qo'yilgan (yana Chilonzor filiali)  Oldinlari yaxshi edi. Har doim gavjum va xodimlar yetishmasligini hisobga olsak, barcha savollar restoran menejeri va ma'muriga"
5.0,Bu yerda eng yaxshi “Norin” tayyorlanadi. Narxlar past.
5.0,"Mazali, hamyonbop."
2.0,"Xona juda iflos, derazalar allaqachon ishtahani yo'qotmoqda! Idishlarning hammasi maydalangan va ishqalanmagan! Ovqat unchalik mazali emas! Ofitsiantlar juda g'alati."
1.0,Lavashi yoqmadi manga.
1.0,
5.0,Ularning taomlari haqida gapirib bo'lmaydi.
5.0,
5.0,Bu go‘zal joy.
5.0,Yaxshi joy. Mazali oshxona.
3.0,Yaxshi
5.0,Yaxshi
2.0,Bunday sharmandali oshpazni Rayhon deyishadi.
5.0,Yoqimli
5.0,Yaxshi joy
5.0,O'zbekiston poytaxti Toshkentdagi ajoyib joy
5.0,"Ajoyib muassasa. Mazali va chiroyli. Asosiysi, joyni oldindan band qilish."
3.0,"Bu restoran barcha an'anaviy o'zbek taomlarini taklif qiladi, toza restoran, uning oldida to'xtash joyi bor, ovqatdan tashqari ular tort va muzqaymoq ham beradilar, buyurtmani tayyor bo'lgunga qadar ko'p kutmang, ular har doim tayyor xodimlari bor,  ular ham ikkinchi qavatda xususiy partiyalar uchun maxsus xonalar bor. Narxlar quyidagi rasmda misol sifatida juda maquldir"
4.0,Mazali va milliy
3.0,Qovurilgan Lo'g'mon juda ko'p sarimsoq buzilib ozgina qozon kabob ham quruq edi.
5.0,Xizmat sifati a'lo darajada
5.0,Ajoyib!!!! Yaxshi ovqat !!!!
1.0,"Dahshatli xizmatkorlar, u erda hamma narsa yomonlashdi, sho'rvalarda sochlar, iflos divanlar va stullarda topildi, qisqasi, dahshatli tush ..."
5.0,Juda shirin taom. Fotosuratlarni qayta ishlash uchun yaxshi joylar mavjud.
5.0,Katta raxmat!  Biz lag'monga juda mazali buyurtma berdik!!! 👍👍👍 Yaxshi oshpazlar! 
5.0,Juda yaxshi joy
1.0,"Dahshatli xizmat, buyurtma uzoq kutildi, Garchi ular 2 ta usta va 2 ta kabobga buyurtma berishdi. Shish kabob sovuq, mutlaqo sovuq keltirildi va u allaqachon bir necha marta qizdirilganligi aniq edi! Biz bu kaboblarni almashtirib berishni iltimos qildik, ular bizga bu kaboblarni faqat qizdirishdi. Umuman olganda, hamma narsa dahshatli. Hamma tumanlarda shunday demayapman, yo'q."
4.0,"Turli xil mazali taomlar, lekin keng ..."
4.0,Qozon kabobi ajoyib
5.0,"Toza, mazali"
5.0,Ajoyib
5.0,Eng zo'r oilaviy restoran !!!
5.0,Zo'r
3.0,Biroz qimmat
5.0,Yaxshi joy.
5.0,ajoyib joy👍
2.0,Ilgari yaxshi bo'lgan xizmat va taom salatlari avvalgidek kamaymadi
5.0,Tumanda hammasi yaxshi. Va ularning narxlari muhim ahamiyatga ega
5.0,mazali
5.0,Ovqat ajoyib
5.0,Siz mazali tushlik qilishingiz mumkin
5.0,Ovqatlanish uchun katta va chiroyli joy. Tez xizmat
5.0,Bu juda katta
5.0,Biz noringa tez-tez buyurtma beramiz. Judayam mazali pishiradi 😋😋😋
3.0,"Ovqatlarning katta tanlovi, ko'proq yoki kamroq oddiy xizmat. Ovqat odatda mazali bo'ladi.  Men 3 yulduzga almashtiraman. Bu cho'zilgan ... Xizmat hali ham ko'p narsani orzu qiladi."
5.0,Qulay va yaqin
5.0,Bu menga juda yoqdi.Yetarli narxda mazali taom.
1.0,Ofitsiantlar menga umuman muomala qilishmadi. Men ularni ikki marta olib keldim. Ikkalasida ham sochli ip bor edi.
5.0,Mazali va qulay
3.0,"Ovqat yaxshi, 2 turdagi ofitsiantlar buyurtmalarni olib, o'rtacha buyurtmalarni olishadi, bu xato emas."
1.0,"4 kishilik alohida xonaga borsak, endi hech kimni kiritmaymiz, deb baqirishdi. Lekin xonada o'tirsangiz faqat band qilib bo'lmas ekan"
5.0,Shashlik zori shu yerda
5.0,"Mazali taom, tezkor xizmat. Olib ketish ham"
4.0,"Ko‘zali osh haqida gapirmasa ham bo‘ladi. Lekin oyoq taglari toza emas. Turlari juda ko'p, aytish qiyin. Xudo xoxlasa zo'r bo'ladi."
5.0,"Mazali pishirish. Menga palov, lag'mon va mangal yoqdi."
1.0,"Ko'z yoshlari uyat! Ehtiyot bo'ling va ular bilan suhbatni to'g'ridan-to'g'ri aniqlang va yozib oling !!. Norinni 3 porsiyaga yetkazib berishni buyurdim, telefon orqali norin 15 000 porsiya deyishdi, 3 porsiyaga-45 000, qo'shimcha yetkazib berish-10 000, yetkazib berish miqdorida berishni so'radim. Men qiz bilan 6000 yetkazib berishga rozi bo'ldim. O'sha qiz telefonda bulyon 2500 turadi dedi Noringa bulyon tekin keladi. Men undan 1000 so'mlik bulonni quyishini so'radim. Bulyon juda sho'r bo'lib chiqdi. Sinab ko'rish ham mumkin emas. Ular karantin va piyozni taqiqlashni nazarda tutib, piyoz qo'yishdan bosh tortdilar  Natijada, qiz yetkazib berish va bulyon bilan umumiy summani hisoblab chiqdi 52000. (3bechora norin-45000, yetkazib berish-6000, bulyon-1000) hisobchi keladi, norin uchun -48000, bulyon uchun-2500 va yetkazib berish uchun hisobni olib keladi. U bu qizning yangiligini va hech narsani tushunmasligini nazarda tutib, 10 000 talab qila boshladi. Nega buni tushunishim kerak. Qizlaringizni o'rgating yoki ularning mijoz bilan muloqotini boshqaring. Oxir-oqibat ... paketni ochaman, 3 ta porsiya o'rniga, 2 qo'ying. Men qo'ng'iroq qila boshladim va allaqachon la'natlay boshladim, barcha tushunmovchiliklar haqida. Xolam yugurib kelib, uchinchi qismni olib keldi va eshik oldida mendan yetkazib berishni ham, norin uchun qo'shimcha haq talab qila boshladim. Va hamma narsani fosh qilishim uchun o'zim aybdorman. Men hayratdaman !!!! U janjal bilan mendan pulni tortib oldi, hatto mening to'laganimga ham quloq solmadi va qiz menga telefonda aytgan summaga ishondi. Umuman shu Rayhon rahbariyati .. Sizga oyog'i yo'q.. Ular uning telefonda juda boshqacha gapirganini ko'rsatib, yolg'on gapirishadi. Men ularga ovoz yozishimni olib tashlashni aytdim. Ular hali ham tashlab ketishadi. Rahbariyatdan 2020-yil 7-iyun soat 14:30-15:00 da yozilgan yozuvni tinglashlarini soʻrayman. Shunday qilib, mijozlar bilan ish qilmang va qo'pol bo'lishga va shaxsan yolg'on gapirishga haqqingiz yo'q."
1.0,"Karantin vaqtida yetkazib berish ishlari dahshatli, muvofiqlashtirilmagan, tashkil etilmagan"
1.0,"Agar men bir qadam tashlasam, 10 ming rubl bo'ladi.  Operator ishdan bo'shatiladi."
5.0,Zo'r
1.0,"Yaxshi emas, yomon xizmat, mazali emas, dahshatli. Men buni tavsiya qilmayman."
4.0,Salatlar yaxshi
1.0,"Joy yaxshi lekin xizmat 0, Shuxrat filialida soat 17:40 da 10 dona mangal yetkazib berish uchun buyurtma berildi 19:40 hali yetib kelmagan !!!"
5.0,Ularning barcha taomlari mazali. Men borishni juda tavsiya qilaman.
2.0,"Eng mazali milliy taomlar joyi emas. Ehtimol, bu menyuning juda xilma-xilligi bilan bog'liq. Hojatxona va menyuning holati haqida shikoyatlar foydalanish yoqimli emas. "
5.0,"Ishonchli, silliq"
5.0,Mukammal xizmat
5.0,Zo'r
3.0,"Umuman olganda, bu yaxshi edi, lekin sho'rva tuzsiz va ko'p ziravorlarsiz edi, barbekyu sovuq bo'lganda keltirildi, lekin go'sht juda yumshoq"
5.0,Joy huvillab qolgan. Spirtli ichimliklar va import yo'q. Bu oilaviy kechki ovqatdan zavqlanish uchun ajoyib joy edi
3.0,"Mazali, biroz zerikarli hojatxona"
5.0,Zo'r ovqatlar
4.0,"Yoqimli xodimlar, palov mazali "
5.0,Ajoyib milliy taomlar
5.0,Mazali taomlar bor.
5.0,Zo'r
5.0,Bu yaxshi edi
5.0,Zo'r
5.0,Mazali taom.
3.0,"Ha, mahsulotlar mazali, lekin haqiqiy emas, har qanday hamyonga mos keladigan mahsulotlarning o'rtacha soni qoniqarli"
4.0,"Ovqat mazali, milliy, lekin juda shovqinli, kechqurun deyarli bo'sh o'rindiqlar yo'q."
5.0,"Yaxshi ovqat, samimiy va foydali xodimlar."
5.0,Ovqat mazali
4.0,"Juda mazali, lekin ofitsiantlar biroz sekin"
1.0,"Ilgari bu joy yaxshi joy edi. Ularning taomlari har doim o'rtachadan bir oz yuqori bo'lgan, hech qanday maxsus narsa yo'q, lekin meni qaytib kelishga majbur qilgan narsa ularning xizmati va muhit edi. Siz o'tirganingizdan so'ng e'tiborni tortasiz, ovqat nisbatan tez chiqadi va serverlar odatda sizning buyurtmangizni buzmaydi. Biroq, bir muncha vaqt davomida oziq-ovqat va xizmat sifati pasaymoqda. Bir marta ular menga ichida muzlab qolgan go'shtli bo'laklar olib kelishdi. Buni oshxonaga aytganida, u shunchaki likopchani olib, bosh irg'adi va jo'nab ketdi. Oxirgi tashrifimizda  non olib keldi, garchi biz uni so‘ramagan bo‘lsak ham, buni aytganida, u bizga kerak bo‘lishi mumkinligini va uni saqlashimiz kerakligini aytdi. Oxirgi tashrifimizda biz taomnomada  bir nechta oddiy narsalarni buyurtma qildik. Xotinimning ovqati birinchi bo'lib keldi, lekin meniki taxminan 20 daqiqadan keyin keldi. Yaxshiyamki, ovqat yaxshi edi. Ovqatlanishning yarmiga yaqin bo‘lganimda, boshimni ko‘tarib, chiqish tomon yurgan bir guruh yosh xonimlar gaplashayotganini va uning ortidan xodimlardan biri ketayotganini ko‘rganimni eslayman. O‘sha yigit ularni orqasidan masxara qilib, imo-ishoralarini, aytganlarini ko‘chirardi. Bu mening ovqatimni ko'p vaqt buzdi. Men hech qachon o'sha manzilga yoki boshqa Rayhon manziliga qaytib kelmayman. U erda juda ko'p yaxshi va o'rtacha narxlarda joylar bor."
1.0,"Juda yomon! Men yarim soat kutdim, lekin taomnoma yo'qoldi. Hech bo'lmaganda boshqaruvchi kelib ovqatlandi va divanda o'tira olmadi. Albatta."
5.0,Arzon narxlarda milliy lazzat va mazali taomlar 
5.0,"Hammasi mazali edi))) ba'zilar xizmat sekinlashayotganini yozadilar, men buni sezmadim, garchi shaharda tormozli ofitsiantlar oddiy. Qisqasi, bu yer menga yoqdi."
5.0,Yaxshi
5.0,Hammasi juda mazali!
4.0,"Ular mazali taom tayyorlashadi, ofitsiantlar tashrif buyuruvchilarning ko'pligi tufayli biroz sekinlashadi."
5.0,"Mazali taom va xizmat yuqori darajada, lekin biroz qimmat"
3.0,Bu xizmat ko'rsatish  edi. Yoresel o'zbek taomlari uchun qulay joy.
3.0,"Xizmat yomon, sozlanmagan. Ovqatlar juda mazali, narxlar o'rtacha."
4.0,"Taom mazali, narxlar yaxshi. Xizmat biroz sust. Umuman olganda, muassasa yomon emas"
5.0,Toza va chiroyli joy
5.0,Rahmat.
1.0,"Umuman olganda, 0 hamma narsa haqida hamma narsa 0!"
5.0,"Mazali, toza, tashrif buyuruvchilar oqimidan tezda xizmat qiladi. Iftorlik vaqtida joy topilmaydi. Oldindan band qilish kerak. Umumiy xonada shinam, chiroyli, stullar va divanlar bilan stollar mavjud. 2-qavatda 10-20 kishilik kabinalar ham mavjud. Pastki, 0-qavatda enagasi bo'lgan kichik Lelya o'yin maydonchasi mavjud. Ammo kechqurunlari olma tushishi uchun joy yo'q edi, shuning uchun Tula bolani ichkariga kiritishdan qo'rqdi - kattaroq bolalar oyoq osti qilishlari mumkin edi. Oziq-ovqat bilan bog'liq hech qanday muammo yo'q - milliy hamma narsa juda mazali va chiroyli, biz ko'pincha biz bilan, bayramlar va tashriflar uchun shish-kabob va sosma buyurtma qilamiz. Bitta narsa shundaki, pishirish ularning kuchli tomoni emas. Bir necha marta u chek oldi - ikkalasida ham hafsalasi pir bo'ldi. Shirin uchun burchakda sotadigan muzqaymoqni olish yaxshiroqdir - Dolce Freddo. Hech qanday g'ayrioddiy narsa yo'q, lekin juda qutulish mumkin bo'lgan muzqaymoq."
5.0,Ha juda yaxshi joy. Lekin Norin eng yaxshisi.
1.0,"Xizmati uchun O nol. Lekin bu juda dahshatli, lekin sifati uchun ajoyib. Xizmat 0 umumiy qoidadir. Darhaqiqat, birgina muzqaymoq ishlab chiqaruvchisiga bordik. Sifat 5."
1.0,"Noaniq joy. Men hech kimga tavsiya qilmayman. Xizmat .... Menyudan taomlarning 90 foizi, hattoki shakarop (pomidor, bodring va piyoz salatasi) ham yo'q edi. Uyat .... O'zbekistonda iyun oyida muassasada shakarop va yangi salat yo'q. "
5.0,Mazali tayyorlangan
1.0,"Men buni hech kimga tavsiya qilmayman. Ofitsiantlar qo'pol. Xona xizmati nolga teng. Biz ofitsiantlarni bir necha marta chaqirdik, ular ochiqchasiga ko'zlariga qarashdi va o'tib ketishdi. Va nega ularda bunday dahshatli xona xizmati bor degan savolga ko'plab mijozlar javob berdi. Agar mijozlar ko'p bo'lsa va nima uchun juda oz ofitsiantlar. Butun zalda faqat 3 ta ofitsiant xizmat qildi. "
5.0,Zo'r
1.0,"Ovqat sovuq, xom holda beriladi. Tashkilotdan hafsalasi pir bo'ldi."
1.0,Xizmat 0.
5.0,Qulay joy! Mazali kabob! maslahat beraman!
4.0,"Bu juda gavjum, garchi taomlar bunga loyiq. Xizmat tez va umuman toza emas. Nafaqat O'zbekiston, balki Turkiyaning an'anaviy taomlarini tatib ko'rmoqchi bo'lganlar uchun tavsiya etiladi."
5.0,"Chiroyli, rang-barang"
5.0,"Mazali taomlar va narxlar hamyonbop. Oshxona xilma-xildir, bu ma'qul. Xizmat ham yaxshi, ofitsiantlar yozmaydi, lekin tartibni eslaydi, bu g'alati. Oilaviy ovqatlanish uchun ajoyib joy"
4.0,"Taomlari mazali, narxlari hamyonbop. Bu yerda kechki ovqat qilishni yaxshi ko'raman. Ammo ofitsiantlar buyurtmani yozmaydilar va doimiy ravishda asosiy taomni chalkashtirib yuborishadi - lavozimni qimmatroqqa olib kelishadi - bu muassasa siyosati"
5.0,Zo'r
4.0,"Yaxshi ovqat. Xizmat biroz sekin. Bu haqida 4. Shunday qilib, hamma narsa OK."
1.0,"Ovqat mazali, lekin xizmat (erkak ofitsiantlar) ham juda yomon. Bu mijoz bilan bog'liq emas. Agar xodimlar ularga nisbatan yumshoqroq bo'lsa, mijoz xursand bo'ladi. Men buni tavsiya qilmayman."
5.0,Bu Toshkentdagi eng katta restorandir. Mazali taomlar va mehribon ofitsiantlarga xizmat qiladi.
1.0,"Restoranda ovqatlanish qiyin. Bir kunlik xizmat qilish qiyin, lekin kechqurun. Eshik oldida adras kiygan charchagan odam mijozga qaramang. Muammo yaxshi emas.. Takeaway.uz dan bir zum zakazga bordim.  Madaniyat xodimlari bu restoranga rozi bo'lishadi."
5.0,Ajoyib joy!
5.0,Rayhon zo'r
1.0,Xizmat 0 Idishlar sovuq keltiriladi Xodimlar mijozlarni hurmat qilmaydi.
5.0,"Juda tez, mazali, katta tanlov taomlari. Xodimlar xushmuomala, ozoda"
1.0,dahshatli xizmat (((
3.0,"Ajoyib, lekin juda ko'p odamlar"
3.0,"Oldinroq bir narsa va pul uchun qismlar bor edi. Biz esa yaqinda kovurma lag‘monga buyurtma berdik, chunki restorandagidek porsiya katta likopchada biroz o‘rtada joylashgan. Siz allaqachon ovqatlana olmaysiz."
3.0,"Taom juda mazali, lekin ofitsiantlar to'la bo'lishiga qaramay, xizmat dahshatli. Mening kuzatishlarimga ko'ra, ular xizmat qilishga shoshilishmayapti. Men stolda ko'p sonli joyda ular tez-tez xizmat qilishlarini payqadim. Tabiiyki, yuqori foiz bor. Bir yoki ikki kishi istamagan holda xizmat qilish uchun ketadigan stolda. Ovqatni 30-40 daqiqa kutishingiz kerak."
5.0,Mazali pishiring))
4.0,"Muassasa yaxshi, norin va shish kabob buyurtma qildik, norin biroz semiz lekin hamma uchun emas, lekin shish kabob yomon emas edi, ofitsiantlar xushmuomala lekin chaqqon emas))) lekin umuman muassasa yaxshi, siz bemalol kelish mumkin, maslahat beraman"
5.0,"Men ularning barcha taomlarini sinab ko'rmadim, lekin sinab ko'rgan narsalarim menga juda yoqdi. Aytgancha, narxlar ham o'rtacha."
5.0,"Ajoyib taom, hamyonbop narxlar va ajoyib xizmat"
4.0,Men tez ketaman
3.0,"O'rtacha kafe, o'rtacha ovqat"
5.0,"Istisno narxlar, taomlar mazali, lekin olomon"
1.0,"Biz ovqat uchun bir soat kutdik, oxirida ular kelishdi va ular bizning buyurtmamiz haqida shunchaki unutishganini aytishdi. Kechqurunni buzganingiz uchun katta rahmat 👎👎👎"
5.0,O'zbekiston milliy taomlarini tanovul qilish uchun eng yaxshi joy
5.0,Juda mazali taom!
3.0,Xizmat sifati unchalik yaxshi emas
5.0,Go'sht ... barmoqlaringizni yalang👍👍👍👍👍👍
5.0,"Ovqat shirin va mazali edi, ayniqsa IceTea kompoti. Agar siz taom tanlashni o'ylayotgan bo'lsangiz, maslahatim, bir ko'za sho'rva iching. Ta'mi og'izda qoladi. Xizmat yaxshi, toza va ozoda. Kutishdan kuzatib borish ham yaxshi. Ishchilarning kiyimlariga alohida e'tibor berildi. Ofitsiantlar alohida kiyingan, farroshlar alohida. Eng muhimi, narxi ham qimmat emas. Ishlaringizga omad!"
5.0,Hammasi yaxshi👍
5.0,Bu yerda eng yaxshi taomlar
5.0,"Yaxshi joy, ajoyib taom va xizmat"
5.0,"Ajoyib taom, katta qismlar, ajoyib xizmat, tez ..."
5.0,Mazali va tez pishirilgan yaxshi xizmat qiladi.
5.0,Toshkentda bo'lganimiz davomida ularga bir necha bor tashrif buyurdik. Yoqdi!!!
5.0,Katta assortiment
5.0,"O'sha joy menga yoqdi 😋....uzoq kutmadik, balki o'sha paytda gaplashayotgandirmiz... Pitsa juda mazali edi... Tayyorlaganingiz uchun rahmat..."
1.0,"Bugun menga Rayhon qahvasiga borish “omadli” bo'ldi. Ovqatning chidab bo'lmas uzoq tayyorlanishi meni qusishimga olib keldi! Ovqatlanish uchun joy bor podvalda juda baland ovozda bo'lib chiqdi. Stollar yonida kichik, ammo shovqinli o'yin maydonchasi mavjud. Bu juda shovqinli edi !!! Ushbu (cho'zilgan) kafe xodimlariga buzilgan oqshom uchun rahmat ..."
5.0,Bu qilinadigan ishlar faqat bir nechtasi
3.0,"Yaxshi rivojlangan joy, lekin juda sekin xizmat. Oziq-ovqat yoki tuzlangan yoki qalampir. Menyu yetarli emas. Ular xonani bir-biridan quchoqlagan holda tikuvli ikkita menyu bilan yugurishadi ... 38 daqiqa bifshteks kutishdi .. va keyin yurak urishidan azob chekishdi. O'yin maydonchasi juda kichik .. ko'proq bo'lishi mumkin edi .. Enaga juda yaxshi ishlagan va 5 yoshli barcha bolalar bilan shug'ullanadi."
5.0,Bu yerda issiq
1.0,"Anchinarli!! Xizmat juda yomon!! Menyudagi narsalarni buyurtma qila olmaysiz , odatdagidek ""Qomadi"" ofitsiantlari ""ovqat tugadi"" deyishadi, agar tugagan bo'lsa, nima uchun vebda ish vaqti va menyuda ovqatlar yozilgan! 0 mamnunman !!"
5.0,"Juda mazali mahalliy taom, har qanday vaqtda ko'p odamlar bor, va narxi juda karam."
5.0,Spirtli ichimliklar yo'q
5.0,Sinovli ovqatlar
5.0,Juda mazali va arzon
5.0,"Yaxshi joy. Toza, qulay va mazali pishirilgan. Narxlar o'rtacha. Xizmat yanada yuqori darajada bo'lishiga ishonmoqchiman."
5.0,Mana mazali milliy taomlar! Bizga yetib kelgan poytaxtimiz mehmonlari bemalol Rayhonga borishlari mumkin!
4.0,"Mutaxassislardan: mazali taomlar - palov, barbekyu, lag'mon. Palov va lag'monning porsiyalari katta. Kamchiliklardan: menyuda barcha taomlar mavjud emas; manti kichik - Kavkaz xinkali kattaligi; ofitsiantlar unchalik tez emas."
3.0,"Mazali. LEKIN divanga o'tirsangiz, stolda hech qanday belgi bo'lmasa-da, siz zahirangiz, deyishadi. Va keyin ular 40 daqiqada bepul deyishadi, buni qanday tushunish kerak ??? Kelish istagi yo'qoladi"
4.0,"Men 2-qavatda o'tirdim) ofitsiant muloyim edi, men buyurgan hamma narsa tezda olib keldi) shinam kafe)"
1.0,"Joy shinam, lekin xizmat achinarli! Bizni qo‘pol xodim kutib oldi. Biz ovqat buyurdik va yarim soat kutdik, nima bo'lganini so'raganimizda, 0,7 porsiyani olamiz, deyishdi. Keyin ha dedik kutdik, birozdan keyin kelib tugatdi, boshqa ovqat ayting dedi ??? !!!"
4.0,"Yaxshi joy. Mazali. Kirishda tashrif buyuruvchilar juda qulay emas, chunki har doim ochiq eshiklar, qoralama puflaydi. Yetkazib berish bor"
3.0,Xizmat ajoyib emas. Administratorlar ahmoq :( Menyu kutishga uzoq. Turk oshxonasi unchalik yaxshi emas. Milliy taomlar eng yuqori darajada !;)
3.0,"Qattiq shaxsiy fikr: Yashil salat - juda yangi mazali salat Tovuq go'shtidan tayyorlangan makaron ularning makaronlarining eng yomoni Mol go'shtidan tayyorlangan sendvich - pulga arzimaydi, quruq, lekin sous sifatida mayonez ☹️"
3.0,"B&amp;B hech qachon hayratda qolishdan to'xtamaydi. Bugun men Makaronga buyurtma berdim va muammo nafaqat haddan tashqari pishgan ""dudlangan mol go'shti"" emas, balki makaron ham sovuq edi. Menga makaronni almashtirishni taklif qilishdi, lekin men rad etdim, chunki men buyurtmani uzoq vaqt kutdim va oxirida men uni isitishni so'radim va baribir ular menga sovuq olib kelishdi. Umuman olganda, choy mazali edi)"
5.0,Mazali nonushtalar
5.0,"Bizning sevimli joyimiz kelganda, biz doimo kelamiz. Yaxshi qahva va mazali shirinliklar, bolalar kreplarni juda yaxshi ko'radilar. Ammo bu safar ular juda uzoq vaqt kutishdi, buyurtmaning bir qismi keltirildi, bir qismi esa unutildi, kattalar tishlashdi, lekin bolalar 30 daqiqa davomida kreplarini kutishdi. Administrator darrov kelib uzr so‘radi va muassasa hisobidan bolalarga krep tayyorladi. Joy yaxshi, mazali taomlar + wi-fi + toza. Maslahat bering"
5.0,"Kofe ajoyib, shunchaki super"
1.0,Jirkanch xizmat. Mutaxassislardan faqat oshxona
5.0,"Eng issiq kafe. Tashqarida bir necha joylarda qulay, lekin ko'cha shovqinli. Juda yaxshi qahva. G'arbga yo'naltirilgan taomlarning yaxshi tanlovi. Ovqat yaxshi va arzon. Spirtli ichimliklar yo'q!"
4.0,"Chiroyli muhit, go'zal joy. Do'stlaringiz bilan yaxshi vaqt o'tkazing"
1.0,Qo'pol boshqaruv
2.0,Dahshatli xizmat
5.0,Do'stlar bilan o'tirish va suhbatlashish uchun yaxshi joy
5.0,Shahardagi eng yaxshi kofe
4.0,Muntazam xizmat ko'rsatadigan muntazam qahva
1.0,"Dahshatli xizmat. Ofitsiantlar qandaydir mensimaydilar. Men karamel siropi bilan latte so'radim, ofitsiant uzoq vaqt yo'q edi, ular nihoyat latte olib kelishdi, lekin ular siropni unutib qo'yishdi. Men ofitsiantni chaqiraman, u hammaga boradi, lekin u menga qaytib kelmaydi. Uchinchi marta qo‘ng‘iroq qilganimda keldim, sirop yo‘q deyman, sirop olib keldim, xohlagancha quy, deyman. Kofe allaqachon sovuq. Aytgancha, u bu uning xatosi ekanligini va u unutganini aytdi. Men internet so'rayman, vaucher ishlamayapti. Vaucher ishlamayapti deyman, boshqa kod bering. Javob: HOZIR, bu ishlamayapti! Men so'rayman, balki nega, nima qilish mumkin, deb so'rayman, chunki mening jonli efirim buzilgan. Ular internet yo'q, deyishdi va shunday. Toshkentga birinchi bor kelishim, O‘zbekiston menga juda yoqdi, lekin bu kafe va bu munosabat taassurotni buzdi. Men buni hech kimga tavsiya qilmayman"
4.0,"Ajoyib joy, munosib narxlar. Dam olish kunlari juda band, shuning uchun xizmat yaxshiroq va tezroq bo'lishi mumkin. Hamma joyda juda yoqimli kafe."
5.0,"Men faqat kafeni tavsiya qilaman. Men bu yerda ikki marta bo‘lganman, chunki bu yerda qahvaning ta’mi yaxshi. Mendan 5 yulduz"
5.0,Matcha 😋 makaron 😋 sendvichlar 😋
5.0,"Klassik O‘zbekiston xizmati muammosi bor. Lekin bu normal holat. Ovqat yaxshi, kofe ajoyib. Ketishim shart"
5.0,Yaxshi ovqatlanish va xizmat ko'rsatish bilan ajoyib atmosfera
1.0,Dahshatli xizmat
5.0,Juda qulay
5.0,Wi-Fi yo'qligiga ishonmayman
5.0,Bu yaxshi edi
5.0,"Atmosfera, gigiyena, ta'mi, narxi hammasi yaxshi"
1.0,"Jirkanch xizmat. Agar pulingiz uchun kayfiyatingizni buzmoqchi bo'lsangiz, unda siz shu yerdasiz. Va agar siz vaqtni zavq bilan o'tkazishni rejalashtirmoqchi bo'lsangiz, unda boshqa joyni tanlash yaxshidir."
5.0,Rahmat yigitlar!
